user,employee_name,department,job_title,date,login_count,night_logins,unique_pcs,usb_count,file_activity_count,file_deleted,file_copied,file_accessed,emails_sent,external_emails,email_attachments,http_requests,unique_urls,cctv_anomalies,access_card_anomalies,behavioral_score,anomaly_label,risk_score
USR00201,Sarah Smith,Engineering,Analyst,2026-01-02,146,7,7,31,1140,64,121,955,184,19,13,1473,371,0,4,40.1,1,56.38
USR00202,Maria Martinez,Operations,Consultant,2026-01-01,66,4,2,72,253,6,31,216,55,19,6,1643,154,6,5,68.1,-1,66.46
USR00203,Lisa Brown,IT,Director,2025-12-31,100,0,1,22,246,36,42,168,131,9,5,1646,281,2,1,95.41,1,20.45
USR00204,David Jones,IT,Senior Developer,2025-12-30,65,1,1,74,757,102,80,575,114,7,6,1793,408,1,0,92.12,-1,46.58
USR00205,Jennifer Davis,Executive,Specialist,2025-12-29,227,2,6,87,394,7,51,336,107,29,17,1761,217,15,6,81.56,-1,87.14
USR00206,John Williams,Finance,Consultant,2025-12-28,191,15,8,46,797,99,91,607,161,3,43,1852,449,4,7,77.98,1,72.14
USR00207,John Johnson,HR,Director,2025-12-27,43,1,6,132,1091,158,24,909,115,42,15,1036,197,12,2,87.47,1,74.9
USR00208,John Smith,Operations,Lead,2025-12-26,160,7,3,19,1026,82,61,883,89,17,1,1088,134,12,6,69.04,1,71.97
USR00209,Maria Davis,Finance,Officer,2025-12-25,154,5,2,127,56,1,6,49,110,2,0,1741,66,9,8,70.09,1,61.98
USR00210,Jennifer Garcia,Engineering,Coordinator,2026-01-23,156,5,8,93,946,29,24,893,199,28,0,749,201,9,8,68.72,-1,89.44
USR00211,Michael Davis,Operations,Consultant,2026-01-22,67,2,4,48,267,25,13,229,122,12,21,270,213,13,0,100,1,55.83
USR00212,Lisa Davis,Executive,Lead,2026-01-21,74,3,1,135,119,17,13,89,154,30,32,1649,491,5,2,64.28,1,56.15
USR00213,Maria Martinez,Legal,Lead,2026-01-20,138,6,4,70,834,123,87,624,80,28,4,332,231,9,8,94.47,1,87.87
USR00214,Emily Brown,Marketing,Associate,2026-01-19,222,9,6,33,384,32,69,283,182,41,45,286,200,15,6,86.85,1,94.26
USR00215,James Smith,Security,Analyst,2026-01-18,46,3,3,13,135,6,8,121,197,20,18,1449,148,4,0,67.12,1,29.35
USR00216,John Garcia,IT,Analyst,2026-01-17,197,7,7,60,1066,73,177,816,175,6,24,843,233,10,8,35.06,-1,100
USR00217,Lisa Brown,Legal,Associate,2026-01-16,179,11,4,49,622,57,22,543,179,9,11,405,396,3,6,17.82,1,83.69
USR00218,Michael Martinez,HR,Senior Developer,2026-01-15,124,7,3,10,334,20,6,308,165,38,31,1667,313,11,1,74.93,-1,72.53
USR00219,Michael Rodriguez,Finance,Lead,2026-01-14,80,3,7,23,735,28,54,653,174,42,21,788,170,6,8,60.26,1,65.0
USR00220,John Johnson,Legal,Officer,2026-01-13,101,3,1,82,801,117,29,655,103,16,17,1532,164,0,8,79.78,1,50.2
USR00221,Lisa Davis,Engineering,Specialist,2026-01-12,206,6,6,131,188,3,10,175,142,34,0,1333,53,6,3,84.72,-1,69.98
USR00222,Robert Miller,Finance,Manager,2026-01-11,46,3,6,9,199,2,3,194,50,8,2,1227,440,7,4,51.36,1,47.03
USR00223,Jennifer Smith,Sales,Analyst,2026-01-10,176,0,2,149,113,2,11,100,133,6,18,1661,371,9,1,58.55,1,50.27
USR00224,John Davis,Operations,Lead,2026-01-09,96,2,7,139,624,81,18,525,81,23,0,1183,467,4,1,28.18,1,63.21
USR00225,Robert Johnson,HR,Coordinator,2026-01-08,231,11,4,105,1069,36,41,992,52,7,8,447,78,5,0,100,1,47.75
USR00226,Lisa Rodriguez,Finance,Specialist,2026-01-07,211,2,5,25,424,62,42,320,96,8,21,1392,140,3,4,82.97,1,34.49
USR00227,Lisa Garcia,Executive,Specialist,2026-01-06,217,4,6,80,897,43,1,853,85,15,25,503,384,13,4,72.71,1,76.51
USR00228,Lisa Davis,IT,Director,2026-01-05,238,9,8,141,242,11,41,190,160,10,17,1808,443,4,8,45.41,1,73.7
USR00229,Sarah Smith,Security,Senior Developer,2026-01-04,248,18,7,54,95,8,8,79,144,57,34,1016,354,4,5,65.64,1,82.42
USR00230,David Williams,IT,Lead,2026-01-03,170,1,7,93,1048,2,169,877,66,25,19,1451,104,4,7,36.76,1,64.67
USR00231,Michael Davis,Legal,Senior Developer,2026-01-02,96,7,4,16,561,47,29,485,15,5,1,1110,484,11,6,56.14,-1,85.36
USR00232,Jennifer Johnson,Security,Specialist,2026-01-01,229,8,3,96,795,46,150,599,172,9,33,565,212,7,8,64.04,1,81.45
USR00233,Lisa Martinez,Engineering,Lead,2025-12-31,75,3,3,58,177,16,17,144,59,4,5,372,205,3,3,47.65,-1,62.21
USR00234,Lisa Davis,Marketing,Associate,2025-12-30,81,5,7,5,519,5,16,498,151,37,10,325,282,1,2,18.23,-1,75.14
USR00235,James Martinez,Executive,Senior Developer,2025-12-29,224,9,2,55,939,120,123,696,48,7,13,891,327,4,2,69.62,-1,77.9
USR00236,Jennifer Davis,Executive,Associate,2025-12-28,57,1,7,98,290,6,1,283,56,16,16,1451,234,4,1,49.86,1,39.86
USR00237,Robert Rodriguez,Finance,Analyst,2025-12-27,163,10,3,138,22,3,4,15,112,23,2,1478,291,13,3,92.26,1,73.65
USR00238,Jennifer Martinez,Executive,Analyst,2025-12-26,148,2,5,122,496,10,36,450,158,52,16,437,22,0,8,14.09,1,67.9
USR00239,Jennifer Miller,Legal,Analyst,2025-12-25,79,3,5,66,1117,108,144,865,98,39,8,1443,223,6,6,65.92,-1,88.45
USR00240,Robert Rodriguez,IT,Specialist,2026-01-23,118,9,6,101,302,42,7,253,196,29,28,1653,378,5,1,35.1,1,65.42
USR00241,Robert Martinez,Engineering,Manager,2026-01-22,139,10,1,23,317,30,55,232,27,1,4,504,209,2,0,91.91,1,37.06
USR00242,Robert Jones,Executive,Senior Developer,2026-01-21,238,5,8,112,41,1,8,32,78,12,1,1655,326,7,2,68.14,1,51.17
USR00243,Michael Johnson,HR,Consultant,2026-01-20,130,10,7,103,430,1,8,421,28,8,4,1537,444,11,5,86.92,1,68.65
USR00244,Emily Davis,Sales,Associate,2026-01-19,41,2,3,104,1056,27,143,886,23,8,2,746,79,8,8,86.11,1,63.3
USR00245,James Martinez,IT,Coordinator,2026-01-18,233,10,8,117,76,7,3,66,71,2,12,1347,423,7,3,79.45,1,58.4
USR00246,Robert Smith,HR,Coordinator,2026-01-17,113,1,7,87,175,17,11,147,126,20,22,497,477,8,2,99.94,1,57.34
USR00247,Lisa Brown,Marketing,Coordinator,2026-01-16,107,3,4,51,531,79,45,407,44,3,1,1934,60,15,0,81.27,-1,68.49
USR00248,Lisa Garcia,Executive,Director,2026-01-15,166,9,5,125,394,48,65,281,76,12,7,1586,315,4,0,59.24,1,57.22
USR00249,John Rodriguez,Legal,Consultant,2026-01-14,215,5,8,30,1081,117,80,884,181,1,0,1430,127,12,1,50.85,1,61.98
USR00250,Robert Jones,Marketing,Specialist,2026-01-13,160,9,6,93,396,31,54,311,58,13,11,797,457,12,4,58.8,1,83.97
USR00251,Emily Johnson,HR,Coordinator,2026-01-12,182,6,7,50,318,47,19,252,126,0,11,913,275,4,8,56.1,1,57.47
USR00252,David Rodriguez,Executive,Senior Developer,2026-01-11,141,1,3,15,461,32,60,369,166,12,28,1574,191,8,5,51.54,1,50.72
USR00253,Jennifer Smith,Sales,Analyst,2026-01-10,129,10,4,147,1199,166,166,867,142,11,18,777,186,15,7,85.06,1,100
USR00254,Michael Williams,Legal,Consultant,2026-01-09,201,12,2,20,351,21,29,301,85,20,20,646,383,8,6,40.92,1,80.99
USR00255,Jennifer Martinez,Security,Officer,2026-01-08,145,2,3,5,276,15,42,219,69,23,2,481,105,12,1,44.95,1,55.42
USR00256,John Smith,Sales,Lead,2026-01-07,235,2,2,67,338,5,49,284,84,14,7,1560,165,14,2,44.19,-1,77.49
USR00257,Jennifer Garcia,IT,Officer,2026-01-06,178,14,5,140,931,34,178,719,143,11,37,1273,253,13,8,71.67,1,100
USR00258,Lisa Rodriguez,Marketing,Analyst,2026-01-05,153,4,6,105,552,19,38,495,7,0,2,1719,408,4,5,45.24,1,53.9
USR00259,Lisa Davis,HR,Senior Developer,2026-01-04,236,13,5,59,34,4,2,28,53,13,13,858,147,5,6,74.85,-1,75.18
USR00260,Emily Rodriguez,Executive,Specialist,2026-01-03,112,8,5,105,405,54,8,343,51,4,9,276,253,14,4,74.76,1,87.61
USR00261,Michael Smith,Security,Senior Developer,2026-01-02,87,0,5,68,276,28,46,202,7,0,0,358,27,15,3,41.55,1,60.86
USR00262,Jennifer Davis,Engineering,Director,2026-01-01,60,1,1,68,823,9,139,675,125,11,12,1884,450,8,6,71.39,1,59.11
USR00263,Emily Miller,IT,Coordinator,2025-12-31,228,1,4,117,212,13,30,169,104,19,20,374,342,1,8,52.94,1,67.38
USR00264,Emily Garcia,Engineering,Coordinator,2025-12-30,68,1,7,83,50,2,4,44,154,7,25,1666,144,0,0,72.76,1,19.47
USR00265,Michael Garcia,Finance,Coordinator,2025-12-29,80,3,2,86,142,1,11,130,170,19,44,1148,425,3,2,52.67,1,46.41
USR00266,Jennifer Davis,Marketing,Senior Developer,2025-12-28,216,12,6,34,533,5,62,466,185,56,35,653,297,15,3,66.53,1,94.09
USR00267,Lisa Jones,Executive,Lead,2025-12-27,81,0,3,115,625,33,69,523,98,29,0,1639,346,12,2,92.91,1,60.46
USR00268,Maria Brown,Legal,Analyst,2025-12-26,208,12,4,134,1038,141,39,858,161,36,20,889,348,10,1,35.28,-1,100
USR00269,Michael Williams,Engineering,Coordinator,2025-12-25,67,3,4,25,85,9,12,64,173,62,33,1327,379,8,0,53.68,-1,72.97
USR00270,Emily Davis,Finance,Officer,2026-01-23,245,1,6,142,871,94,14,763,162,34,33,133,113,2,4,18.4,1,79.1
USR00271,Sarah Brown,Security,Consultant,2026-01-22,88,3,4,145,386,35,71,280,111,6,22,1431,254,13,1,23.82,1,74.47
USR00272,Jennifer Williams,Security,Associate,2026-01-21,153,5,6,140,684,47,105,532,200,55,52,1536,185,7,8,47.84,1,90.67
USR00273,David Garcia,IT,Officer,2026-01-20,141,0,1,72,53,2,4,47,6,1,0,489,458,10,0,95.88,1,47.45
USR00274,Robert Rodriguez,Security,Associate,2026-01-19,186,2,2,9,962,91,39,832,40,8,5,1871,318,7,3,34.73,1,51.92
USR00275,Maria Brown,Finance,Director,2026-01-18,242,15,3,124,1200,24,152,1024,169,38,2,1546,433,12,1,95.77,1,89.67
USR00276,James Miller,Finance,Coordinator,2026-01-17,231,0,7,13,644,67,10,567,86,34,18,356,187,7,2,34.39,1,58.75
USR00277,Lisa Martinez,Executive,Lead,2026-01-16,63,1,7,74,827,18,33,776,91,5,15,1220,401,1,8,37.92,1,50.72
USR00278,Michael Williams,IT,Lead,2026-01-15,90,7,7,146,421,31,31,359,23,4,6,930,185,2,1,70.2,1,46.42
USR00279,Jennifer Garcia,Executive,Senior Developer,2026-01-14,237,9,3,89,925,37,112,776,16,6,1,458,370,11,2,91.68,-1,92.52
USR00280,John Brown,Executive,Manager,2026-01-13,249,9,1,87,247,19,28,200,125,1,21,478,398,6,3,72.24,1,65.81
USR00281,Maria Williams,Engineering,Consultant,2026-01-12,189,1,5,43,143,9,6,128,183,34,3,1002,355,0,1,43.64,1,37.39
USR00282,Jennifer Johnson,Engineering,Specialist,2026-01-11,206,12,4,97,1061,25,80,956,129,38,34,230,67,6,8,97.13,1,80.18
USR00283,John Brown,Security,Specialist,2026-01-10,125,7,7,40,57,5,10,42,95,22,20,669,140,8,0,82.69,1,45.72
USR00284,John Rodriguez,HR,Coordinator,2026-01-09,78,2,7,35,199,23,24,152,138,43,39,1837,340,7,6,28.37,1,66.59
USR00285,Maria Garcia,IT,Lead,2026-01-08,73,1,3,148,1128,51,220,857,40,9,11,1494,480,4,6,100,-1,77.45
USR00286,Maria Williams,Legal,Analyst,2026-01-07,182,8,2,47,670,18,7,645,200,40,56,897,230,9,7,89.68,1,69.66
USR00287,David Williams,Marketing,Analyst,2026-01-06,73,1,1,68,1181,156,59,966,157,14,14,1457,33,11,1,73.29,1,57.53
USR00288,Maria Davis,Legal,Manager,2026-01-05,139,7,8,35,355,12,28,315,13,3,0,1945,158,13,3,95.27,1,52.05
USR00289,Sarah Williams,IT,Associate,2026-01-04,165,11,6,117,525,54,51,420,15,4,3,1524,180,12,8,75.04,1,83.86
USR00290,Robert Johnson,IT,Officer,2026-01-03,50,1,7,10,1162,99,132,931,200,80,3,438,169,14,6,98.41,1,89.88
USR00291,Michael Miller,HR,Associate,2026-01-02,53,4,3,118,945,23,184,738,133,7,11,1644,319,4,6,51.8,-1,81.19
USR00292,Maria Brown,IT,Analyst,2026-01-01,104,5,3,31,206,3,28,175,167,46,5,1122,382,12,8,56.5,1,81.81
USR00293,John Williams,Legal,Associate,2025-12-31,208,4,3,37,386,49,6,331,112,19,19,1545,413,14,4,56.1,-1,84.56
USR00294,Emily Smith,Executive,Specialist,2025-12-30,43,3,8,127,1133,1,155,977,131,15,13,1255,357,15,7,38.54,1,93.06
USR00295,Emily Rodriguez,HR,Associate,2025-12-29,200,6,1,47,323,3,44,276,14,1,0,1416,315,9,5,75.74,1,54.17
USR00296,Michael Williams,HR,Associate,2025-12-28,209,5,8,148,757,4,23,730,81,20,11,1888,214,2,6,70.52,1,54.14
USR00297,Sarah Jones,Legal,Lead,2025-12-27,145,8,4,53,139,3,18,118,191,67,5,1040,390,9,6,61.74,1,83.86
USR00298,Maria Garcia,Operations,Associate,2025-12-26,184,7,8,126,388,56,29,303,186,37,12,53,27,0,7,56.04,1,73.12
USR00299,Maria Miller,Sales,Senior Developer,2025-12-25,125,5,4,2,432,36,32,364,22,4,2,1087,301,10,0,25.2,1,54.02
USR00300,Maria Martinez,Engineering,Manager,2026-01-23,89,5,6,122,991,9,165,817,39,15,2,1334,255,10,7,78.29,1,76.94
USR00301,Robert Jones,Executive,Director,2026-01-22,182,8,1,53,699,102,90,507,21,2,2,1771,35,10,6,81.47,1,67.05
USR00302,James Williams,Executive,Analyst,2026-01-21,240,9,6,8,576,52,11,513,132,15,23,975,444,9,3,50.51,1,66.37
USR00303,John Brown,Finance,Officer,2026-01-20,169,0,8,128,335,12,43,280,128,46,33,685,417,10,2,66.15,1,73.03
USR00304,Robert Williams,Marketing,Senior Developer,2026-01-19,157,6,2,1,656,5,22,629,90,29,1,261,153,9,0,59.24,1,57.37
USR00305,Jennifer Brown,Marketing,Specialist,2026-01-18,110,8,6,112,260,17,9,234,45,8,1,81,81,3,3,64.92,1,66.43
USR00306,David Martinez,Marketing,Manager,2026-01-17,58,2,6,138,928,12,33,883,12,3,0,266,118,1,1,43.25,1,44.8
USR00307,Maria Davis,Executive,Director,2026-01-16,119,5,4,136,180,24,29,127,150,8,5,1714,430,14,1,63.13,1,69.43
USR00308,Lisa Davis,Marketing,Coordinator,2026-01-15,76,6,5,93,822,23,84,715,88,29,15,111,28,15,1,47.5,-1,96.31
USR00309,Jennifer Martinez,Executive,Manager,2026-01-14,170,1,7,27,687,71,18,598,82,29,12,1259,231,7,3,80.18,1,46.94
USR00310,Jennifer Brown,Executive,Consultant,2026-01-13,240,13,6,139,503,22,84,397,176,9,47,1956,384,15,1,65.61,1,85.59
USR00311,Lisa Williams,HR,Consultant,2026-01-12,57,4,2,97,690,63,15,612,28,3,2,1867,317,0,2,70.42,1,35.54
USR00312,Maria Martinez,IT,Coordinator,2026-01-11,92,5,5,145,643,55,88,500,27,9,0,1302,281,12,2,71.12,1,72.2
USR00313,John Smith,Security,Director,2026-01-10,68,2,1,60,904,100,160,644,86,24,12,831,242,6,2,47.2,1,65.68
USR00314,Jennifer Miller,Operations,Specialist,2026-01-09,211,4,3,2,166,20,1,145,41,15,10,944,89,2,2,67.72,1,28.6
USR00315,Maria Miller,Executive,Manager,2026-01-08,156,8,7,141,941,98,90,753,62,5,13,1288,23,15,3,67.83,1,83.14
USR00316,Maria Garcia,Engineering,Senior Developer,2026-01-07,185,7,6,28,1006,20,36,950,191,67,54,1587,418,8,7,62.09,1,79.91
USR00317,Emily Davis,Finance,Lead,2026-01-06,244,18,5,13,723,68,2,653,125,29,32,1905,260,10,6,65.69,1,83.81
USR00318,Michael Smith,Executive,Specialist,2026-01-05,226,18,5,15,989,148,43,798,151,3,42,647,434,0,4,45.8,-1,90.34
USR00319,David Jones,Operations,Associate,2026-01-04,111,4,5,3,248,11,37,200,194,19,42,964,209,5,4,71.96,-1,57.99
USR00320,Robert Smith,Legal,Analyst,2026-01-03,77,4,3,126,865,98,60,707,174,56,46,1355,105,6,5,18.33,1,86.23
USR00321,John Williams,IT,Consultant,2026-01-02,161,4,8,136,498,48,87,363,185,49,30,587,94,13,0,54.57,1,81.41
USR00322,Jennifer Rodriguez,Engineering,Analyst,2026-01-01,176,10,6,110,578,42,34,502,73,25,3,572,355,12,7,89.2,1,91.26
USR00323,Maria Brown,Security,Director,2025-12-31,213,5,6,140,41,5,0,36,22,0,3,250,154,3,7,56.75,1,62.84
USR00324,John Smith,Executive,Analyst,2025-12-30,54,4,4,31,265,5,38,222,38,12,10,1614,480,5,1,66.04,1,40.09
USR00325,Sarah Davis,HR,Consultant,2025-12-29,217,10,5,41,171,8,3,160,102,24,10,173,86,8,2,55.25,1,65.97
USR00326,Maria Miller,Operations,Officer,2025-12-28,67,1,7,55,237,28,45,164,71,3,1,199,38,8,7,23.83,1,61.75
USR00327,John Smith,Sales,Specialist,2025-12-27,78,5,6,100,1196,0,131,1065,186,62,30,943,226,2,8,35.39,1,81.68
USR00328,Lisa Johnson,Executive,Lead,2025-12-26,131,5,5,102,133,2,11,120,141,54,21,214,137,9,3,19.62,1,87.59
USR00329,Emily Jones,Sales,Analyst,2025-12-25,201,11,8,21,916,48,35,833,14,1,0,1524,323,7,7,61.9,1,64.46
USR00330,Lisa Rodriguez,IT,Senior Developer,2026-01-23,49,2,1,86,107,12,3,92,59,20,16,988,367,4,3,75.65,-1,59.98
USR00331,John Davis,Executive,Senior Developer,2026-01-22,102,2,1,44,122,9,3,110,121,39,10,1760,322,2,1,34.39,1,42.74
USR00332,Sarah Brown,Sales,Director,2026-01-21,247,12,6,30,1199,139,35,1025,87,13,24,143,95,5,5,19.33,1,86.85
USR00333,Michael Garcia,Security,Manager,2026-01-20,152,3,1,34,224,24,10,190,9,3,0,63,20,5,1,78.79,1,33.79
USR00334,Lisa Williams,Marketing,Manager,2026-01-19,203,8,8,105,509,22,78,409,182,4,38,418,387,15,1,79.43,1,84.66
USR00335,John Rodriguez,Marketing,Coordinator,2026-01-18,70,4,2,92,1125,129,56,940,123,49,13,616,47,6,1,88.73,1,60.71
USR00336,Lisa Davis,Operations,Manager,2026-01-17,211,1,1,93,603,26,55,522,69,10,19,1698,475,14,0,14.67,1,69.71
USR00337,Michael Smith,IT,Lead,2026-01-16,69,0,4,113,687,53,50,584,196,41,14,1645,76,10,3,38.18,1,69.86
USR00338,James Brown,Finance,Officer,2026-01-15,189,15,1,111,316,13,58,245,50,12,11,329,254,6,5,85.24,-1,97.05
USR00339,Maria Smith,HR,Manager,2026-01-14,68,3,8,107,370,48,43,279,61,9,5,1666,426,5,8,72.15,1,60.76
USR00340,Lisa Brown,Executive,Officer,2026-01-13,158,4,1,109,525,31,41,453,116,37,14,1876,494,4,0,37.88,1,58.48
USR00341,Robert Smith,Sales,Lead,2026-01-12,140,7,2,115,1034,61,21,952,147,48,0,1469,394,13,3,25.31,1,94.54
USR00342,Sarah Smith,IT,Specialist,2026-01-11,81,5,8,146,69,7,7,55,40,12,2,1667,466,11,7,57.84,1,76.67
USR00343,James Garcia,Security,Senior Developer,2026-01-10,115,6,5,138,1198,53,201,944,180,10,39,1853,191,1,8,99.51,1,61.99
USR00344,Sarah Miller,Legal,Officer,2026-01-09,198,1,6,93,378,41,71,266,185,8,35,1502,416,6,2,86.95,-1,59.68
USR00345,Lisa Martinez,Marketing,Coordinator,2026-01-08,122,5,5,128,886,70,13,803,21,5,2,976,268,3,7,81.98,1,56.93
USR00346,David Davis,Executive,Director,2026-01-07,244,2,4,117,198,2,25,171,50,9,2,273,62,8,1,74.65,1,46.66
USR00347,Robert Smith,HR,Consultant,2026-01-06,214,17,3,121,730,53,113,564,193,2,18,437,52,0,3,85.81,1,60.17
USR00348,Maria Garcia,Legal,Officer,2026-01-05,191,14,8,77,1181,33,229,919,83,10,8,514,267,11,4,64.39,1,95.43
USR00349,Lisa Williams,Executive,Manager,2026-01-04,222,17,5,46,379,53,19,307,46,7,1,134,60,4,7,30.99,1,82.07
USR00350,John Garcia,Legal,Manager,2026-01-03,135,7,3,136,637,15,6,616,108,31,9,1991,254,10,2,31.17,1,75.2
USR00351,Jennifer Jones,IT,Specialist,2026-01-02,233,18,3,144,925,86,176,663,33,11,7,1893,40,4,8,14.63,1,100
USR00352,Emily Davis,Legal,Analyst,2026-01-01,123,0,4,149,1098,56,200,842,76,6,0,221,157,14,1,91.99,1,78.71
USR00353,Maria Martinez,Security,Senior Developer,2025-12-31,210,11,7,37,895,94,98,703,100,0,9,756,199,9,7,73.64,1,75.67
USR00354,Lisa Miller,IT,Specialist,2025-12-30,81,6,7,106,305,37,38,230,27,2,3,671,263,10,1,95.66,1,55.96
USR00355,John Miller,HR,Consultant,2025-12-29,84,4,8,145,300,12,11,277,102,18,17,1054,41,9,4,67.95,-1,75.65
USR00356,John Williams,HR,Specialist,2025-12-28,203,15,2,73,874,45,125,704,181,31,1,294,161,15,1,62.58,1,100
USR00357,James Jones,IT,Analyst,2025-12-27,135,8,1,66,353,37,7,309,42,10,7,1848,374,4,5,26.79,1,61.48
USR00358,Jennifer Smith,HR,Specialist,2025-12-26,175,10,2,131,416,49,80,287,51,3,5,1163,185,10,4,49.79,1,78.7
USR00359,Robert Martinez,Legal,Manager,2025-12-25,43,1,5,95,1013,105,87,821,46,3,3,366,277,7,3,84.19,1,63.29
USR00360,Robert Rodriguez,Security,Analyst,2026-01-23,146,7,2,29,288,1,30,257,94,19,22,792,91,14,8,74.24,1,72.42
USR00361,John Johnson,Marketing,Manager,2026-01-22,217,4,4,78,276,13,8,255,25,6,1,209,24,15,6,11.96,1,78.96
USR00362,Robert Martinez,Engineering,Officer,2026-01-21,70,2,1,16,637,85,2,550,198,12,50,303,125,6,2,56.32,-1,62.68
USR00363,David Martinez,Legal,Director,2026-01-20,81,6,4,129,1187,17,25,1145,153,48,0,1133,131,6,4,44.27,-1,87.53
USR00364,Sarah Brown,Security,Officer,2026-01-19,133,9,3,112,239,11,22,206,102,27,6,1103,136,13,1,73.11,1,70.79
USR00365,Robert Williams,IT,Director,2026-01-18,220,9,1,21,691,63,29,599,103,18,14,1279,396,9,7,36.2,1,78.42
USR00366,James Brown,Finance,Officer,2026-01-17,213,11,3,3,1026,26,101,899,117,33,5,294,93,12,6,91.34,1,78.77
USR00367,Michael Johnson,Legal,Coordinator,2026-01-16,126,3,7,31,496,54,92,350,132,17,37,1265,159,12,5,61.8,1,66.42
USR00368,Lisa Rodriguez,HR,Manager,2026-01-15,236,14,2,31,533,62,63,408,64,20,4,110,32,1,1,43.3,-1,74.69
USR00369,Maria Garcia,Operations,Specialist,2026-01-14,199,3,2,133,1028,119,51,858,80,31,15,1083,153,10,8,79.34,-1,97.04
USR00370,James Johnson,Sales,Officer,2026-01-13,120,6,8,117,93,0,5,88,147,42,19,1861,381,5,7,48.24,1,72.05
USR00371,Sarah Martinez,IT,Lead,2026-01-12,215,17,8,121,1171,40,129,1002,19,6,2,1063,322,12,5,72.44,-1,100
USR00372,Maria Smith,Operations,Director,2026-01-11,129,9,1,87,799,12,109,678,93,22,13,769,48,7,3,33.52,-1,85.78
USR00373,Sarah Jones,Finance,Director,2026-01-10,83,0,6,9,963,108,145,710,136,26,17,91,80,0,5,46.99,1,63.68
USR00374,Lisa Johnson,Marketing,Director,2026-01-09,167,8,6,42,633,46,124,463,116,12,31,1351,453,2,8,30.34,1,71.33
USR00375,Maria Miller,Marketing,Associate,2026-01-08,230,2,2,86,579,8,72,499,140,30,27,479,197,2,4,53.34,1,55.08
USR00376,Jennifer Brown,Sales,Consultant,2026-01-07,104,8,8,140,389,56,2,331,165,66,11,1231,275,6,7,47.42,1,91.1
USR00377,James Martinez,Engineering,Lead,2026-01-06,91,5,8,37,512,19,95,398,180,38,54,941,230,10,1,82.15,1,60.18
USR00378,David Williams,HR,Associate,2026-01-05,100,6,4,29,327,12,3,312,67,25,9,1000,268,13,6,54.81,-1,87.88
USR00379,Michael Smith,HR,Specialist,2026-01-04,208,5,1,124,60,0,1,59,85,19,2,1894,228,11,1,64.16,1,59.24
USR00380,Emily Johnson,Executive,Lead,2026-01-03,70,4,5,127,204,7,38,159,36,12,5,724,446,12,3,82.79,-1,85.87
USR00381,Emily Jones,IT,Consultant,2026-01-02,105,0,8,136,787,89,28,670,86,34,13,1022,369,7,4,100,1,61.38
USR00382,Jennifer Jones,Engineering,Associate,2026-01-01,48,0,4,64,1151,98,79,974,168,46,43,299,293,7,7,65.98,1,86.69
USR00383,David Jones,Finance,Coordinator,2025-12-31,116,3,3,112,669,98,104,467,13,2,0,1735,419,15,7,92.7,1,80.18
USR00384,James Johnson,Operations,Specialist,2025-12-30,169,1,6,107,1141,83,116,942,182,3,48,156,67,14,2,12.23,1,84.43
USR00385,Maria Johnson,Finance,Manager,2025-12-29,103,8,3,105,674,57,122,495,193,17,16,405,371,10,4,34.41,-1,100
USR00386,James Martinez,Marketing,Senior Developer,2025-12-28,45,1,2,118,426,33,21,372,17,3,4,928,327,8,2,24.56,1,60.07
USR00387,Sarah Smith,Security,Consultant,2025-12-27,237,14,8,30,479,26,24,429,73,9,15,832,86,13,3,84.84,1,67.19
USR00388,Emily Miller,Operations,Consultant,2025-12-26,242,4,1,74,556,30,79,447,120,15,23,1243,370,14,1,10.44,1,78.76
USR00389,James Brown,Sales,Consultant,2025-12-25,228,8,2,24,1160,15,13,1132,90,15,15,1910,201,1,0,45.71,1,35.77
USR00390,James Garcia,Operations,Lead,2026-01-23,50,4,3,66,367,32,63,272,91,29,4,233,101,13,2,35.49,1,79.05
USR00391,Lisa Jones,Legal,Consultant,2026-01-22,112,4,5,132,661,55,42,564,85,31,24,1995,97,14,0,21.08,-1,94.9
USR00392,Lisa Jones,Operations,Officer,2026-01-21,151,1,8,10,924,91,181,652,148,31,29,1059,77,4,1,38.35,1,53.27
USR00393,Michael Rodriguez,HR,Associate,2026-01-20,209,6,1,134,1188,46,106,1036,24,3,7,1436,68,10,0,60.67,-1,76.92
USR00394,Jennifer Martinez,Finance,Director,2026-01-19,79,0,2,117,1002,116,160,726,73,19,21,61,41,1,7,54.97,1,74.15
USR00395,Maria Williams,Marketing,Senior Developer,2026-01-18,245,9,6,14,164,17,24,123,28,6,4,414,142,12,1,13.83,1,69.51
USR00396,James Jones,Operations,Analyst,2026-01-17,116,7,7,79,288,22,42,224,29,5,8,459,270,14,6,60.44,1,83.75
USR00397,James Garcia,Executive,Manager,2026-01-16,151,10,7,23,102,10,14,78,178,28,41,1455,385,4,7,67.2,-1,76.14
USR00398,Lisa Miller,Finance,Officer,2026-01-15,116,2,3,76,529,66,54,409,80,3,17,206,31,3,8,40.18,1,56.66
